asset,d1_asset,env_seed,finished_at,global_task_id,horizon_writer_lora,init_state_id,language,occupancy_trajectory,old_writer_unseen_auxiliary,panel,path_arm,policy_noise_seeds,policy_seed_root,split_role,stage_predicates,steps,success,suite,task_id,wall_seconds
C600,C600,7,61.97920565214008,37,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":34,""global_task_id"":37,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":46,""test_use"":false}",0,put both the alphabet soup and the cream cheese box in the basket,"{""bytes"":208087,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_10_task_07_state_000.pt"",""replans"":104}",False,terminal_held,CO,"[907041501630148667,4612298201938112620,7281379436564235312,8338984819693199724,2296327197964993479,1274874525767175883,1421085673004716131,8425219134706071258,2062056564332073825,3071823040802638185,7938505278379970267,3522984377378569669,5154699334473623640,5638591476749275226,7552400992327635367,4732095005522759435,548401318343329476,267082782734891939,5857808572556056244,728457632512888542,2479756125584198374,4267585010630026791,3441643870553481288,8467915757498431008,5439084353704905879,2429549296788933905,55074050952303357,7067922698958479450,3148481196641040200,7928035374902457223,2440436879351599588,3729017454671572477,656442492107433950,6368157897057010948,3464442594792354172,1280125980264144632,8474274633303663975,4870810077541056637,7166101728600443393,369158490192561197,764757969214367234,3552159545576718613,994019392606449986,7808204169934001903,6396956296601003891,2148627265909606181,3392973609910076788,7144436042418807983,5348980458885744959,4710379024947167801,2102325676071880200,7802958165199808900,7461942172918253974,1218388398405274306,392458831657878906,6590274664344723069,1400311591597243061,6427826179529007617,7561970502556684824,16365147013489906,5228993989077058462,295910565704308193,3394426775192119598,8885130823453246454,3748372839250570386,3320561817070163554,966629360257932400,4811120863705711270,296829742769947350,3092804896698176966,296167447230495646,810089096932966293,8741917624679889136,7871940741339257513,8401821595854342203,4242417619588867427,9138461713831371825,6024350963047988776,977910218116802625,5200378620612232775,6399390929912526975,4744121557822715846,3997620433158045038,223723754650196826,3518372711840788568,3634511857670995257,3916680606408163829,2501694197616607605,4822630195595801752,6420702409120910458,8409977474229500199,1018442530405220125,7958461568913414347,1035610121672196957,295204503310828007,6086186534023783407,2787746379315941291,3736818618910971356,7174628741712051589,5921757162884404215,3931247013430965799,8442066800826368234,5675513978904135468,4505244731065817687]",7,train,"{""ever_satisfied"":[false,false],""final_satisfied"":[false,false],""peak_satisfied_count"":0,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0}]}",520,False,libero_10,7,60.88646028796211
C600,C600,7,62.04569807136431,37,"{""arm"":""CO"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":34,""global_task_id"":37,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_10"",""task_id"":7,""teacher_demo"":48,""test_use"":false}",1,put both the alphabet soup and the cream cheese box in the basket,"{""bytes"":164099607,""capture_level"":""full"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CO/trajectories/libero_10_task_07_state_001.pt"",""replans"":104}",False,terminal_held,CO,"[6054502716598075368,3373274192069980437,3185364884059471209,3608991073448512685,517748803206916309,9010808168683658860,3969398306279785984,4655120805785931556,7448513816754508384,6099694596918001882,2806494977354897077,1697037100477914334,3569436727247049860,9001816453034556463,5893953901839926098,379451450119823168,8132891434927867249,2722460681803149974,1058756159028552051,8444513812763477876,6323003568009789490,52925706232198483,3407496001400737197,794108315628650049,1689708956482017287,6306014752980090556,222897003135104657,8970068682809487284,4922052258049670881,8302988477073037773,1401187420163282846,5228472353476866614,4162134272585034759,6051809908143140903,714351754922177042,7991097623387708277,3396592449574138399,858780414343094743,1449441676156483277,3888627651511577075,155784254709717277,6010283337508566400,3779320978360101683,4318483056333515657,4692049277477932425,1941648099277504086,6553702964953029061,4236415250678739318,6518696491373012657,190199796422483962,8469442507697709941,7455061427177288459,4234408307774238832,4590956702557915850,6208500787622481845,3636122027318942685,2679645038158141695,5819158568058406159,1802602973444189485,3831144166720032239,1040054466211122704,6993185429138551357,3768803779400020884,510294469297024565,950927877389133366,8484010846785167239,3582158776025324215,5718180638084070370,8933752313594336548,1928031053182024831,4015617872392473536,820497684339733641,5926618261464899105,4649812173987320543,2209302671799867726,6331683035942567992,4470305473552257165,7628422331271476795,3618030208784749640,6201299382274795221,7737420559239050910,4223015513045081968,4200282289783786762,324168955198484415,2673655210954264192,671449631717851877,8543274320607591621,8659223830905750508,7956748313373601931,6982828976739134818,7446992908545697567,3815967400527592716,234038522364502723,1737442943690687005,6286049096464904391,271914701293051695,8471339901034421080,9000154197992288312,8547620048380180551,1511146987209210290,5309627985096157116,2182630813419250643,7745561134183826985,1331092219490038653]",7,train,"{""ever_satisfied"":[true,false],""final_satisfied"":[true,false],""peak_satisfied_count"":1,""predicates"":[[""in"",""alphabet_soup_1"",""basket_1_contain_region""],[""in"",""cream_cheese_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false,false],""step"":0},{""satisfied"":[true,false],""step"":353}]}",520,False,libero_10,7,59.95054398197681
C600,C600,7,32.23555950820446,5,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":7,""global_task_id"":5,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":5,""teacher_demo"":46,""test_use"":false}",0,pick up the black bowl on the ramekin and place it on the plate,"{""bytes"":69428749,""capture_level"":""full"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_spatial_task_05_state_000.pt"",""replans"":44}",False,terminal_held,CW,"[2332885929743906144,78210733290086199,3376592463069148898,7762815535033294232,625510416208986258,3274933733165795718,7831323212908477482,5876748357668257882,1219742529252700978,3198280787423874558,6249066565456398768,1170866556549183009,7172139499213454659,8781504831879024928,8202668504019271104,4242518137201564467,6074743199953778731,3572416567353859243,3948101554073552467,2456074848484716406,2515480201758908000,6752103479293961129,7215025446226185204,419867315998950590,529320435660180835,7318853563378627806,5517754333899680037,6263360992849926639,1720047318602775534,7777319485478269766,6557906389465072226,3711320029471490300,4250064725652837133,2969554618847881582,4307727544405268719,1372467830875306444,8510528787558831859,2838534541106559188,1685529326513934597,2183662958967784552,7146994113559057928,62888092219564004,9166618968524224175,6180584448943975133]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",220,False,libero_spatial,5,30.92912771552801
C600,C600,7,29.28818102646619,5,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":7,""global_task_id"":5,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":5,""teacher_demo"":48,""test_use"":false}",1,pick up the black bowl on the ramekin and place it on the plate,"{""bytes"":77057,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_spatial_task_05_state_001.pt"",""replans"":38}",False,terminal_held,CW,"[2108315156300481109,6305114771558722149,6669850385748815919,1597813286460548712,7256603962091698256,6162984425250244553,7024547178120253095,1894120186701069329,8416214940848459239,6776971739970383916,2003017125639076934,8282448937498330936,3625812035987816419,7680878236674968614,9102634027979643941,2770263705301515055,282655066547685318,1470109964666606529,4854768729180947533,4124903719737178652,1700448181180929760,4490158752597238344,7905743133996349620,6821285366889719649,2461765285564524775,3584534081273812974,188984236913247951,4039841045981433938,2845525868517977756,3677176578402272213,6861732279648739580,3359910513694036377,6167678410791689653,4185223177886247438,2036281037065285179,2016443097241237873,1379107715750054549,8044249536166331236]",7,train,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":187}]}",187,True,libero_spatial,5,26.821898630820215
C600,C600,7,30.607276061549783,7,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":5,""global_task_id"":7,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":46,""test_use"":false}",0,pick up the black bowl on the stove and place it on the plate,"{""bytes"":89033,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_spatial_task_07_state_000.pt"",""replans"":44}",False,terminal_held,CW,"[8860512939643002952,7305892915116313584,6600149728612776307,8752014322555712292,9159443665344864132,3748566440965895194,673031707609208575,4382847811375432032,3183953177240202152,4827959849555365684,8027860632661586452,523990053016017450,9085873970308404896,8932401287869707718,3414090784665512976,7516448465408070827,1406352271980649565,7521697099492649814,4462510421249513874,3876035414895575679,5299465691909999882,8781439129847774454,6686528434166226194,972450351795151281,8501228768998065543,6570497713169987822,8926319604569092948,7467137384336142156,8715989747040334637,7553794064450203750,1867090488174328185,8713623752085903967,2018399233084375032,7697234974128612340,3373861830450754595,7023870070807581062,7232008765895980829,1319191758015803273,8824393410243941484,1821644571536674057,9211699686423089978,8015531214313154594,166769444770474591,788725106577255312]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",220,False,libero_spatial,7,29.486777497455478
C600,C600,7,24.092659427784383,7,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":5,""global_task_id"":7,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_spatial"",""task_id"":7,""teacher_demo"":48,""test_use"":false}",1,pick up the black bowl on the stove and place it on the plate,"{""bytes"":63053,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_spatial_task_07_state_001.pt"",""replans"":31}",False,terminal_held,CW,"[4534021060883521833,9026905912977082461,4808555720481214932,8503670798955834384,5972345743408122066,8838525188849991096,2856101562254632339,4482595906452315814,3434188169977942467,7985418067034188883,9097367675132806926,2058352380433547633,3431551927526130333,8808354954499189918,557616745451118471,7019629026487755929,5921363881277097403,8825026556377032831,2264481834634252451,457293413597673605,3581166459691132976,6043476433407198372,8252721951464966321,5977862060771975128,1996687696070853151,9209232472459138575,7622663028896655265,4255038315152990171,366551764046136265,2625371671359880979,8361105411971417144]",7,train,"{""ever_satisfied"":[true],""final_satisfied"":[true],""peak_satisfied_count"":1,""predicates"":[[""on"",""akita_black_bowl_1"",""plate_1""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0},{""satisfied"":[true],""step"":153}]}",153,True,libero_spatial,7,21.808905730955303
C600,C600,7,35.89193433430046,12,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":14,""global_task_id"":12,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":46,""test_use"":false}",0,pick up the salad dressing and place it in the basket,"{""bytes"":112943,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_object_task_02_state_000.pt"",""replans"":56}",False,terminal_held,CW,"[926971204240776524,8852970192180508234,7594642915430612756,6949624471219738414,8678418478545596585,7955862672732622887,3105327838272853580,6211554433824911803,6656189574454732066,5578928989321598728,5992228228138252069,1563889852935576123,2143145904404040586,166840200037075020,8136154808220516449,8394378735983203648,6806365180665921169,3588972006584734615,8041013076229572720,3899524213718088049,1060033558408845916,1474019411076631326,4030917986631749338,1920393417184737037,6555893101066362251,4074366801348485076,9103703520426295733,5289540875458414095,3365390134638702452,4761972337007149352,4642007772747823066,7595541929468217684,4074130817975153093,687947983413259556,7625823318009818227,4355837874647858810,378510985675781992,6861483343885848967,5544443133397653846,8504945874298111846,3936471725185063664,3184698899490369770,6133121317896143374,8124899137362954845,1421680698983409170,414897024173015815,4965105652593542295,4028466195025967238,1747304219119290569,3384761602727740980,1822677422629841440,5752688090852102310,947607838593085681,6410966819665196468,4119011256166479593,7651148439807336995]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",280,False,libero_object,2,34.874801905825734
C600,C600,7,35.98435320518911,12,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":14,""global_task_id"":12,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_object"",""task_id"":2,""teacher_demo"":48,""test_use"":false}",1,pick up the salad dressing and place it in the basket,"{""bytes"":112943,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_object_task_02_state_001.pt"",""replans"":56}",False,terminal_held,CW,"[1901561695000682192,2003766107740913469,8755200202034928571,3133797423555193730,8435314461711372540,5267886066226551003,695848683296115357,2713319643480232557,9188174131248631266,1362528486973096986,6839078978808543802,220334253274724613,73283253109529949,4947001090250361269,632322592973956895,1917767870106579780,4306378780912509961,7511429792504407578,8536027760756004605,2182079769965389270,3975142908658168401,2565459673285321056,3189876221184975315,6453834132575965793,1774322765775069461,2843693022487972725,7373677649854649301,3086439080011965080,8152262382344389222,5717011585812009083,4119944326188867785,1323441598191467120,1889714953393603785,5191220327495673327,7694156533531543963,7495959713903553051,6783463270577461664,8756921786846037510,8112098236217851224,8200168533135899433,2028940080133672165,2024310360713863999,3994415375352535725,6664617973221683548,6655741272199419378,907258625021504820,8948112858356337270,8644386923918930220,7481039100869315351,3011156613347040234,1582254911761359315,5472288417531588728,4781665992265395053,6631220592358479453,4037821958267693051,3636440491695181790]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""salad_dressing_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",280,False,libero_object,2,33.94527527317405
C600,C600,7,35.72074957191944,14,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":12,""global_task_id"":14,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_object"",""task_id"":4,""teacher_demo"":46,""test_use"":false}",0,pick up the ketchup and place it in the basket,"{""bytes"":112943,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_object_task_04_state_000.pt"",""replans"":56}",False,terminal_held,CW,"[3332498998130036837,2131935796988233826,6625690906446479365,4746107507508522676,6958557583429964825,9090843114674041484,294653925268790330,6013490274531335619,1711558122927493844,8185731680741803582,3343022596119252148,5018305776152044283,5735952045939661479,7830302679278865720,2476181096373730819,8638426205153501101,8486315096287036876,4870609406483279694,7909774337934410202,2556134652559267469,4951989952624709537,7877932654669117444,4355433488939933854,4802701152703528522,438726256751869794,220512675219873235,7865138324986236023,3783647996431021280,3724308823452641618,4274106959235836262,8162495375862611752,41440284575106493,4710104471060405076,6346400981352194381,3224674386976778887,7180266273022330137,8674057555750309560,3191196512175868500,6127358233165197765,8893521965762582560,4509445577588669133,4650538337525296577,3499680253595730300,8818058536908847702,4000818099904511451,7513006280264523518,3136394552890142536,9088895608920781053,9069087924619292312,4294134028385078539,424267954540723945,1327402336121387059,9137266128480894933,5002267869086072464,8661139090819706323,4176298919551292118]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""ketchup_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",280,False,libero_object,4,34.67352730128914
C600,C600,7,35.75754816364497,14,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":12,""global_task_id"":14,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_object"",""task_id"":4,""teacher_demo"":48,""test_use"":false}",1,pick up the ketchup and place it in the basket,"{""bytes"":112943,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_object_task_04_state_001.pt"",""replans"":56}",False,terminal_held,CW,"[1026272201053155741,3586976026447935821,2898221077400102067,1907601828676694575,7036915181568525208,112185357637947103,1507768972651691028,8563348426434422941,3970596794490395262,4132865209241473633,5162510289478532675,8882289494145283794,2471169987376823155,3040281865711581972,856120256264358801,8258916430775779892,2872561023608443277,907594564837024653,4584776942124156119,39042957474472243,5522866628317784784,3265746450939359738,8600963181902391528,2667110238762274657,3469223891393719349,6993348163967170907,7996172945447234097,380574325701889551,6090636347785599784,4674399210923393325,5708716798845046726,5984883617033423472,1713330554725136233,3479590097743134101,5167011085998941706,3754317941552568884,6649498960330577515,6532226172162225383,1699104429896365094,8338284183091630384,908188208637822160,8758147288471437502,1691752866339532703,8406764483202834551,7204361740445136685,4093014298191580531,2992075895116460376,3830582189994259352,3135624624006604802,4892680460257288498,1835278743736052452,4266407273355246133,6265150665670310926,1793303816043162352,628650986899404290,7978217961685133552]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""in"",""ketchup_1"",""basket_1_contain_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",280,False,libero_object,4,33.645567482337356
C600,C600,7,39.56645789928734,20,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":25,""global_task_id"":20,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":0,""teacher_demo"":46,""test_use"":false}",0,open the middle drawer of the cabinet,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_goal_task_00_state_000.pt"",""replans"":60}",False,terminal_held,CW,"[7470068297067479501,1833554874184374963,6181161525258405849,6300918252081109118,4893119089861449340,3565225183213871865,5921368347662968141,93508885912502356,3594157950700656635,2166829128150139482,2605216378953421365,9188748732412879859,5414891467952387203,2682036868034300646,8257317018063741527,7949878191603846888,7417929681598742934,4977381789770416860,2779256566265301856,8477123849353927759,6569268122503553152,7726340710990718742,3351296927163431894,3543594126556325535,5686301315206804944,3420059241981187798,3995991491183147312,1099231282291309888,6119789562040691186,6283711343321605820,4565472727332433632,3454253393062649848,4639371651461119461,8273809730011055747,1700052605812845800,4023183220984315008,2045697528723432393,6361891621146335203,251785191958093066,7929600260081017521,7465861586350543081,2764688153091127223,7622634418670662465,5641674782154872191,5729713491668653634,2086241920106803519,8847980552819080664,5062988115434904194,2950175048796625517,8393720142782958944,8445001258951289381,1239021348074938997,7537251053872151922,6086869856120035738,7553880937985532640,2769648145688216234,3825084115931455588,5176430129898532415,5682744945975838299,6239776853486629571]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""open"",""wooden_cabinet_1_middle_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,0,38.53337260056287
C600,C600,7,39.64934145286679,20,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":25,""global_task_id"":20,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":0,""teacher_demo"":48,""test_use"":false}",1,open the middle drawer of the cabinet,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_goal_task_00_state_001.pt"",""replans"":60}",False,terminal_held,CW,"[2218162428567762706,7274546467959594416,1258161356637136752,4618956532494592679,1309631641742621557,1946608664591759578,4261870338852855883,8909199602334746664,8151829709568044127,891489714623520447,4391860136423259169,2741645927936775048,2128131990961758891,2708080105174662775,2008274233045587987,2133629167403047245,5752894548502317035,7204724933935752735,4005066114496710901,8859965194895633977,364413441773653799,6025817585714352971,7272769457733715002,5000882351181733109,506797412111013153,6052621605671156063,5781571174057774201,7569954964233252213,7979663354678291177,5449930818503194573,6274755147246527832,2336666011234223400,7816238348662000118,8311938082472494732,5823926043661518927,7755669813360767413,7194850135304318725,1376501492917958833,4668912908437633933,2426587995136338572,3806297609547519833,1986689570905992509,2956470288878576953,4896873529408767624,5705028130084649462,935147509380279971,3880334825891296489,4270613043854435608,8426718909810079326,3737798606136778246,8820180689989281289,7900015693073629876,3292478041515627416,1282488225015317542,7579025945506106025,6377445766986465029,7214596040808432132,2271710527754604868,7628605192747535329,5987759149685269279]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""open"",""wooden_cabinet_1_middle_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,0,37.658288626000285
C600,C600,7,39.98624124750495,25,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":20,""global_task_id"":25,""init_state_id"":0,""other_demo"":48,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":5,""teacher_demo"":46,""test_use"":false}",0,push the plate to the front of the stove,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_goal_task_05_state_000.pt"",""replans"":60}",False,terminal_held,CW,"[8917317109531133713,91287722840604466,5576973838066505825,3245525609204553000,206510976296039328,7043710991485459842,3065276113093491118,6594711950012071845,6816029734660001431,5700992151750233393,4534353534150963356,5808341999921705889,1838226483897790263,5285691427485668913,3138823703718671879,8569673616910162967,797902096914529690,8667605293058403482,8183283376663266238,8555225515322796370,4550862334831112507,6208184943213188655,1606206445807934005,5814477313222619445,3512126924715237990,7021281378341915038,4530871293651059538,7665150803779764091,4015263530711245576,4959932377601305677,6675268582576040492,3524349705908905588,2283916520361096924,5025682143604269060,5997076953794906855,822288470858219350,1136853710121696402,289714627034564627,7901120057657204415,3785145099638565753,1361347501957817204,8349245941576953049,5352078940122756017,8356620240665371559,6690808221603279492,7783813634965506429,7471014565224162481,1259048105501135580,445976561263319377,1508534697003488501,3271647636890375520,5760112216926464939,9039756816221888528,7494621461973009161,6022815970336940068,5042660969135294848,3339142400716919319,3588703930638240838,5643105732409087908,2710881130083493306]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""plate_1"",""main_table_stove_front_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,5,39.06993237230927
C600,C600,7,40.03190359286964,25,"{""arm"":""CW"",""asset"":""C600"",""checkpoint_selection_use"":false,""donor_global_task_id"":20,""global_task_id"":25,""init_state_id"":1,""other_demo"":46,""outcome_dependence"":false,""schema_version"":""ember_writer_causal_diagnostics_v1"",""suite"":""libero_goal"",""task_id"":5,""teacher_demo"":48,""test_use"":false}",1,push the plate to the front of the stove,"{""bytes"":120675,""capture_level"":""compact"",""path"":""/data0/user/ymdai/ember_runs/writer_causal_diagnostics_20260922/rollouts/d1/C600/CW/trajectories/libero_goal_task_05_state_001.pt"",""replans"":60}",False,terminal_held,CW,"[2640211463966122763,5136519096110014191,1845757097946234570,6067108120816029607,3725010479614170092,2612083567498410455,8466636330311548974,4437896792058996367,712517564897934382,5560654444939254028,4128929842402944527,8890018668664899276,5921597835256709914,22175932119985860,5355354126694606134,1760261638043069189,2512062819490397169,8227323226531415988,1158693284073962253,1370264896529597582,5711362089946394424,8417352752820031098,4115856322349398643,5222991004747769087,5795681516725853622,4370329290180183411,3076784648974946071,1552567400941887721,4346008473667441479,4463735497075222656,4735258421775357810,5770892637667309157,5479498337894015434,6832352974045178885,2810345918590690301,2032091971853313493,3034094826212159705,1933548267677952172,1360356351533351365,8169807513434497394,7387304937319326162,2042981460064833592,2668021598240996282,6142457675330714527,8068561729626430790,3719134558686887843,6108912213956580642,3793266631685609991,1961852329373737151,958913104808126744,8060618499167668668,1727005650404493217,3833459945483055356,6523819480505386366,6975250725322940624,5714161763392378873,1838233562639983721,3166118206650435946,2966037015057613638,2496125145384825013]",7,train,"{""ever_satisfied"":[false],""final_satisfied"":[false],""peak_satisfied_count"":0,""predicates"":[[""on"",""plate_1"",""main_table_stove_front_region""]],""schema_version"":""ember_pi05_stage_predicate_episode_v1"",""transitions"":[{""satisfied"":[false],""step"":0}]}",300,False,libero_goal,5,38.26713811606169
